Ticker,Security_Name,GICS_Sector,GICS_Industry,Alpha_Score,Alpha_Quintile,Model_ID,Model_Name,As_Of_Date,Alpha_Confidence,Expected_Return_1M_Pct,Expected_Return_3M_Pct,Signal_Strength
SYN024,Synthetic Company 24,Consumer Staples,Beverages,0.6615611237931206,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7296389451963572,1.0018535596199396,5.007287480581044,Strong
SYN025,Synthetic Company 25,Energy,Energy Equipment & Services,0.5424388750246708,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7311812487236287,0.5702231836841091,2.117521801956626,Neutral
SYN026,Synthetic Company 26,Consumer Staples,Beverages,0.14580627978630123,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7659022499691045,0.35084012185842184,0.5564470211443059,Very Weak
SYN027,Synthetic Company 27,Energy,Energy Equipment & Services,0.35529179729571975,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7554446996080131,0.659484643150509,1.3267147312453729,Weak
SYN028,Synthetic Company 28,Communication Services,Interactive Media,0.6023789271167926,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9482002905707625,0.5264813652113031,0.8947124040612545,Strong
SYN029,Synthetic Company 29,Real Estate,REITs,0.919208815114586,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7908833924264058,1.3344376844228654,5.02646882301692,Very Strong
SYN030,Synthetic Company 30,Utilities,Gas Utilities,0.4057837671269262,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6308705963264547,0.6233545898924137,2.4878705577601865,Neutral
SYN031,Synthetic Company 31,Financials,Diversified Financials,0.29835613787529625,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8124070695519254,0.7114523641314558,1.7104392742821863,Weak
SYN032,Synthetic Company 32,Consumer Discretionary,Hotels & Restaurants,0.757978974943215,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.653054502504458,0.4181606449800045,1.492497328250223,Strong
SYN033,Synthetic Company 33,Materials,Chemicals,0.3407691531538,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6108281756559697,0.3995685696298866,1.7215252702640456,Weak
SYN034,Synthetic Company 34,Materials,Containers & Packaging,0.07753658330632845,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9397597537870368,0.13909991349316037,0.3866277513471125,Very Weak
SYN035,Synthetic Company 35,Utilities,Electric Utilities,0.6534936092397274,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8707386120370973,0.7659708747644938,4.625999910041433,Strong
SYN036,Synthetic Company 36,Consumer Discretionary,Hotels & Restaurants,0.559726487764449,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9430381473448184,1.159241199265808,2.0451810362231746,Neutral
SYN037,Synthetic Company 37,Consumer Staples,Food Products,0.5638766842569685,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7672574568077848,0.9612229332900699,2.030182519368238,Neutral
SYN038,Synthetic Company 38,Information Technology,Software,0.7384565616112322,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7862901359021416,1.036996558563437,3.9357441169230127,Strong
SYN039,Synthetic Company 39,Utilities,Gas Utilities,0.6207914556624479,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6589179345716956,1.7835472408369706,3.3718341144048063,Strong
SYN040,Synthetic Company 40,Utilities,Multi-Utilities,0.5810707084693513,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.686417599333655,1.2088587743794383,2.4898860050841343,Neutral
SYN041,Synthetic Company 41,Energy,"Oil, Gas & Consumable Fuels",0.44265154757034497,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8934922252159898,0.3651226476047187,1.8154979343779825,Neutral
SYN042,Synthetic Company 42,Energy,"Oil, Gas & Consumable Fuels",0.2893834928194939,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7246649764911579,0.5498949756731694,1.2903707451041453,Weak
SYN043,Synthetic Company 43,Real Estate,Real Estate Management,0.0873004674696375,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8893852408287466,0.2140458731170064,0.6134880675838497,Very Weak
SYN044,Synthetic Company 44,Financials,Banks,0.6368548251075161,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8481548035004611,1.4464401185218891,2.6927293888115544,Strong
SYN045,Synthetic Company 45,Materials,Chemicals,0.541811749549245,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.662009823845153,0.5040057907822367,4.106674370198131,Neutral
SYN046,Synthetic Company 46,Consumer Staples,Food & Staples Retailing,0.2962164097631282,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7776062281419097,0.8682251071253739,1.341275707280385,Weak
SYN047,Synthetic Company 47,Health Care,Pharmaceuticals,0.12466067689689118,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8370855625315509,0.20220387064677917,0.9529566833573889,Very Weak
SYN048,Synthetic Company 48,Consumer Staples,Food Products,0.4555886873993094,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6822630251813387,0.4089193254938945,3.111590238376928,Neutral
SYN049,Synthetic Company 49,Information Technology,IT Services,0.6854280453283352,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8907409786820268,0.6514920814854719,2.4243721965126523,Strong
SYN050,Synthetic Company 50,Health Care,Biotechnology,0.6499038548445307,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7906896801408153,0.4845601776830298,4.578891077173092,Strong
SYN051,Synthetic Company 51,Information Technology,Software,0.24804639325720967,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6578347176549111,0.6222976184139573,0.43915199799011867,Weak
SYN052,Synthetic Company 52,Financials,Consumer Finance,0.3768065215639649,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8040445491576108,0.3033579760073498,2.8167531805289716,Weak
SYN053,Synthetic Company 53,Real Estate,REITs,0.25695274006746016,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9498998314545699,0.20885456421927362,1.393070463692198,Weak
SYN054,Synthetic Company 54,Consumer Staples,Food Products,0.13538747496325385,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6526825220821947,0.3555517486076044,0.18693425768983313,Very Weak
SYN055,Synthetic Company 55,Consumer Staples,Beverages,0.9090364746881341,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8858649255418347,1.2376624425674212,5.008606500719762,Very Strong
SYN056,Synthetic Company 56,Utilities,Electric Utilities,0.3440775376802594,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6725581511156453,0.19858254817086632,2.690594675182536,Weak
SYN057,Synthetic Company 57,Real Estate,REITs,0.772204989785681,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8738359153110304,0.48628701797918883,1.1495078862717445,Strong
SYN058,Synthetic Company 58,Utilities,Electric Utilities,0.35005777986663233,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8571022730924946,0.2994485672728488,1.7092670173010998,Weak
SYN059,Synthetic Company 59,Communication Services,Media & Entertainment,0.6422609274059782,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7051712849601512,0.6637659876358215,4.004214575503813,Strong
SYN060,Synthetic Company 60,Utilities,Gas Utilities,0.6902659405355863,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7140380911475575,1.4929523786668897,4.605323278511895,Strong
SYN061,Synthetic Company 61,Consumer Discretionary,Consumer Services,0.5441038745438934,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8773824871870217,0.4860565335633772,2.1202597654599593,Neutral
SYN062,Synthetic Company 62,Consumer Discretionary,Automobiles,0.6446311224840015,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7615059291605594,0.5138908917896963,1.565915949956247,Strong
SYN063,Synthetic Company 63,Energy,Energy Equipment & Services,0.6561579314878733,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.855786310049133,1.5825202908445806,0.850640485864265,Strong
SYN064,Synthetic Company 64,Utilities,Gas Utilities,0.7101101801307079,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6517944515780422,1.5463630613139219,3.591796301030261,Strong
SYN065,Synthetic Company 65,Health Care,Biotechnology,0.18785278211080467,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8983952236655437,0.2983685563568677,0.7834170143006746,Very Weak
SYN066,Synthetic Company 66,Utilities,Electric Utilities,0.23863370775762782,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8488096508388117,0.447026422568295,1.8234504568595324,Weak
SYN067,Synthetic Company 67,Consumer Discretionary,Consumer Services,0.9753095139435028,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9174299830921918,1.2483572150284992,1.3890693155456395,Very Strong
SYN068,Synthetic Company 68,Information Technology,Technology Hardware,0.07231709367306088,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6463303326622404,0.12339111705515998,0.4192776884585126,Very Weak
SYN069,Synthetic Company 69,Financials,Insurance,0.26645491797005383,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8075550751262092,0.47074100679094544,0.3130215266392077,Weak
SYN070,Synthetic Company 70,Industrials,Machinery,0.5891680660824348,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8096922047641137,0.8649536184788127,1.2961928625533286,Neutral
SYN071,Synthetic Company 71,Materials,Containers & Packaging,0.6106795083915596,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7237112591913738,1.6894024340325942,2.5496193132188405,Strong
SYN072,Synthetic Company 72,Information Technology,Software,0.7643435951746544,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7604632485992402,0.41286375664930747,3.1980954631194063,Strong
SYN073,Synthetic Company 73,Consumer Discretionary,Automobiles,0.6611493218463393,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6132935471514487,1.6234046613243498,3.834602464498057,Strong
SYN074,Synthetic Company 74,Communication Services,Telecommunication Services,0.8037077238723388,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8610510135194542,0.6517724674005745,5.924524449319828,Very Strong
SYN075,Synthetic Company 75,Energy,"Oil, Gas & Consumable Fuels",0.2770207597725288,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7922628677911109,0.6908533193127394,1.5161969790443641,Weak
SYN076,Synthetic Company 76,Financials,Consumer Finance,0.028159481445565678,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6202093681542108,0.05743914112678644,0.21611685871508218,Very Weak
SYN077,Synthetic Company 77,Communication Services,Interactive Media,0.7838536847142484,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8382645625361699,2.0444434394053643,5.6212573594547965,Strong
SYN078,Synthetic Company 78,Health Care,Pharmaceuticals,0.38287266082529114,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7633737270309158,0.2847752537294314,1.949395604592277,Weak
SYN079,Synthetic Company 79,Financials,Consumer Finance,0.24576477133419858,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.61206144079875,0.46632675496654,1.680181588439225,Weak
SYN080,Synthetic Company 80,Industrials,Transportation,0.821478852327407,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9393627043968333,1.4398221681461105,4.516526277347033,Very Strong
SYN081,Synthetic Company 81,Health Care,Biotechnology,0.29808687145017687,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.932189250081304,0.6753107270975632,0.46200627778593734,Weak
SYN082,Synthetic Company 82,Materials,Metals & Mining,0.3170053509197466,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7795158456515191,0.5819350852002727,1.9603462107494083,Weak
SYN083,Synthetic Company 83,Consumer Staples,Beverages,0.5534494921226533,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6327853472470686,1.0248979249437749,0.9211386924456112,Neutral
SYN084,Synthetic Company 84,Real Estate,REITs,0.6857810951532163,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8641174275595072,1.0794124892240404,3.5376562742485733,Strong
SYN085,Synthetic Company 85,Information Technology,Technology Hardware,0.49607518111411425,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7721758850370051,0.6310503226163441,2.93601175276837,Neutral
SYN086,Synthetic Company 86,Financials,Diversified Financials,0.7885898999576378,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7058566174012829,1.34506696096132,1.1558308992815727,Strong
SYN087,Synthetic Company 87,Consumer Staples,Household Products,0.20999602879088344,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7719963621349948,0.16720532635401358,0.549257754326049,Weak
SYN088,Synthetic Company 88,Industrials,Machinery,0.7334486722579895,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7828554508919126,2.129776040717719,5.434638753088705,Strong
SYN089,Synthetic Company 89,Real Estate,Real Estate Management,0.82540589676867,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7969490946578187,1.8869000909153417,4.386373209839819,Very Strong
SYN090,Synthetic Company 90,Communication Services,Media & Entertainment,0.5633358503742194,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7544282997793643,1.6230651080191822,1.534528057267602,Neutral
SYN091,Synthetic Company 91,Communication Services,Interactive Media,0.6052401644856553,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8120143560986698,0.6456813776798002,3.531430132561395,Strong
SYN092,Synthetic Company 92,Consumer Discretionary,Hotels & Restaurants,0.21458923879648054,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.921557148712232,0.5790374198037447,1.111021822635355,Weak
SYN093,Synthetic Company 93,Consumer Discretionary,Consumer Services,0.9759771979167889,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7267938304845069,2.4613900560521076,4.402662320960289,Very Strong
SYN094,Synthetic Company 94,Financials,Banks,0.3219648068709265,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8540007621269822,0.7060305176832553,2.522049762974593,Weak
SYN095,Synthetic Company 95,Real Estate,REITs,0.44150406941989284,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9130583948884812,0.9106343576170008,2.5537374373205823,Neutral
SYN096,Synthetic Company 96,Consumer Staples,Household Products,0.8352714613833028,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7595927465159779,1.078647984463374,3.0304381717331066,Very Strong
SYN097,Synthetic Company 97,Real Estate,Real Estate Management,0.2964181994920831,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7552095427336665,0.7532066370591731,1.9565124828758196,Weak
SYN098,Synthetic Company 98,Industrials,Electrical Equipment,0.5242021841929855,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8107409448741728,0.9193398428820666,3.770105643942356,Neutral
SYN099,Synthetic Company 99,Information Technology,Technology Hardware,0.23578081982366403,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8069923657978708,0.15967759461742892,0.442453063095259,Weak
SYN100,Synthetic Company 100,Communication Services,Telecommunication Services,0.6658846379786509,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8823062698141969,0.8537692504965122,1.6007006673149007,Strong
SYN101,Synthetic Company 101,Real Estate,Real Estate Management,0.8140783326302741,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7667691843224024,2.3105519225594207,2.0462583940528916,Very Strong
SYN102,Synthetic Company 102,Communication Services,Interactive Media,0.2211507831181306,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9486430323738044,0.5808969060988083,1.2911850137424645,Weak
SYN103,Synthetic Company 103,Consumer Discretionary,Retail,0.09694639765220255,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6208150491035482,0.28645374948283053,0.5061839851816228,Very Weak
SYN104,Synthetic Company 104,Communication Services,Interactive Media,0.0031220909271598117,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6011087470032456,0.006462676568941544,0.016649926564097237,Very Weak
SYN105,Synthetic Company 105,Communication Services,Interactive Media,0.3064962182761544,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8240694090458682,0.34290036264505386,2.3249004285462336,Weak
SYN106,Synthetic Company 106,Consumer Discretionary,Hotels & Restaurants,0.48741762530141064,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7044522193266568,0.44210612484277567,3.1347683226558134,Neutral
SYN107,Synthetic Company 107,Financials,Insurance,0.891972938742087,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6841338360448193,0.8627930265782006,1.6907868604548857,Very Strong
SYN108,Synthetic Company 108,Consumer Discretionary,Consumer Services,0.5664111936943371,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7091646780014982,0.3112368030332526,1.9442345033101194,Neutral
SYN109,Synthetic Company 109,Information Technology,Technology Hardware,0.5527707624089165,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.689616647786734,0.8162795020775147,2.2374809066208328,Neutral
SYN110,Synthetic Company 110,Energy,Energy Equipment & Services,0.7416375686497562,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6107765173811567,0.7257436831697357,2.7972574983520344,Strong
SYN111,Synthetic Company 111,Information Technology,Software,0.5884314788073012,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.940036564836706,0.8997933177927454,3.345327261480379,Neutral
SYN112,Synthetic Company 112,Financials,Banks,0.3692617711659049,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6772609209584736,1.0477751354105562,2.6746559601601203,Weak
SYN113,Synthetic Company 113,Health Care,Pharmaceuticals,0.3105069046765636,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8569104169062571,0.4894677218204737,0.9757245529479154,Weak
SYN114,Synthetic Company 114,Information Technology,Semiconductors,0.7369790037351689,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8669087381429613,1.9861298515746018,3.584032039022492,Strong
SYN115,Synthetic Company 115,Real Estate,Real Estate Management,0.7026145219289458,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9252400893025302,1.4148983662682526,4.585168187017082,Strong
SYN116,Synthetic Company 116,Consumer Discretionary,Hotels & Restaurants,0.14681696858739457,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.610692309982683,0.1641162485378862,0.5745720842844226,Very Weak
SYN117,Synthetic Company 117,Energy,Energy Equipment & Services,0.5520039378237928,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9052169184564527,0.7670850399229525,1.201617020095634,Neutral
SYN118,Synthetic Company 118,Consumer Discretionary,Hotels & Restaurants,0.34735793524941816,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7845291632939301,0.24655425934976233,1.5022038417205543,Weak
SYN119,Synthetic Company 119,Financials,Banks,0.8086785035513613,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8213904384880397,1.0784993297246244,1.1212793616090053,Very Strong
SYN120,Synthetic Company 120,Information Technology,IT Services,0.22061739603550187,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8255645969923617,0.48400199577880487,1.675960681857973,Weak
SYN121,Synthetic Company 121,Communication Services,Media & Entertainment,0.731870543953005,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8869292317446547,0.49787523399478106,1.1151865969698553,Strong
SYN122,Synthetic Company 122,Financials,Banks,0.8952100353740541,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7166925627556886,0.90729852306077,3.6427859963602853,Very Strong
SYN123,Synthetic Company 123,Consumer Discretionary,Consumer Services,0.36485967874385944,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8565679164509976,0.5303609789463898,1.7181858255959148,Weak
SYN124,Synthetic Company 124,Financials,Banks,0.45304107606165495,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7850023384027689,1.3387924855197317,3.5777228350513846,Neutral
SYN125,Synthetic Company 125,Financials,Consumer Finance,0.5595361655950343,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8776879050068717,1.3776645201483682,1.2098026678385836,Neutral
SYN126,Synthetic Company 126,Consumer Discretionary,Automobiles,0.5361458334387157,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9466911114695467,1.2512125742550104,0.9656097068652819,Neutral
SYN127,Synthetic Company 127,Communication Services,Interactive Media,0.13108768237888252,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6702278560913164,0.10362184920020678,0.1390765628650324,Very Weak
SYN128,Synthetic Company 128,Communication Services,Media & Entertainment,0.361679514732017,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9481270245459992,0.8870152968919287,0.7555485272833802,Weak
SYN129,Synthetic Company 129,Communication Services,Telecommunication Services,0.7533889188033993,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6314342539989709,1.8557265115969024,1.8464890779820475,Strong
SYN130,Synthetic Company 130,Real Estate,REITs,0.4663373848025772,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6008111417666848,0.9339603400893607,2.524781655232019,Neutral
SYN131,Synthetic Company 131,Materials,Metals & Mining,0.8476893937938692,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6154566776622409,2.5226426434439744,2.1513912055088493,Very Strong
SYN132,Synthetic Company 132,Real Estate,Real Estate Management,0.6949172866232338,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7196238416578665,0.9125200477333624,0.7947391688602392,Strong
SYN133,Synthetic Company 133,Energy,Energy Equipment & Services,0.3857439391212677,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.821517215737452,1.1005973244884624,2.617785056329513,Weak
SYN134,Synthetic Company 134,Health Care,Pharmaceuticals,0.32580689950551356,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6241603393107473,0.9079677208657566,1.159602112222044,Weak
SYN135,Synthetic Company 135,Energy,Energy Equipment & Services,0.18365460167004014,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6019830350853486,0.0970984908179732,0.6383607702720242,Very Weak
SYN136,Synthetic Company 136,Information Technology,IT Services,0.19031406550314836,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9279818599605781,0.3093157980105162,0.5932761618959028,Very Weak
SYN137,Synthetic Company 137,Consumer Discretionary,Hotels & Restaurants,0.46358677096228945,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8876743225789754,1.3642248762160527,3.628777807208798,Neutral
SYN138,Synthetic Company 138,Industrials,Transportation,0.4324381266268339,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8832141098986608,0.3277030852508047,0.9473888732278082,Neutral
SYN139,Synthetic Company 139,Consumer Staples,Beverages,0.44135196302544866,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9095484964256919,0.8250906069661581,3.2164258925550206,Neutral
SYN140,Synthetic Company 140,Real Estate,Real Estate Management,0.7051634837868788,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8450119954702365,2.0783944572544963,4.539576891150014,Strong
SYN141,Synthetic Company 141,Utilities,Gas Utilities,0.5354598000338713,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6365414454118284,1.0113435717955717,0.8221233917817022,Neutral
SYN142,Synthetic Company 142,Utilities,Gas Utilities,0.7158438234434925,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7396850658258031,0.697617192290929,5.660251352492799,Strong
SYN143,Synthetic Company 143,Information Technology,Semiconductors,0.5199797628816377,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8531023202626202,1.0167986262838458,1.5077134285077707,Neutral
SYN144,Synthetic Company 144,Communication Services,Telecommunication Services,0.45933845242765675,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6981170612770323,0.4644377683423453,0.7763189563675013,Neutral
